FAILAVG,METRIC,MXN,L4,M_STEP,M_PACKET,INTERFACES
0.00439346,151,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.026311,154,16,UDP,15,4096,2
0.221339,193,16,UDP,15,4096,2
0.290892,212,16,UDP,15,4096,2
0.00135865,150,16,UDP,15,4096,2
0.000608389,150,16,UDP,15,4096,2
0.0202649,153,16,UDP,15,4096,2
0.316049,220,16,UDP,15,4096,2
0.332828,225,16,UDP,15,4096,2
0.506217,304,16,UDP,15,4096,2
0.401901,251,16,UDP,15,4096,2
0.0692801,161,16,UDP,15,4096,2
0.0960939,166,16,UDP,15,4096,2
0.0789826,163,16,UDP,15,4096,2
0.303934,216,16,UDP,15,4096,2
0.233442,196,16,UDP,15,4096,2
0.200208,188,16,UDP,15,4096,2
0.232261,196,16,UDP,15,4096,2
0.228772,195,16,UDP,15,4096,2
0.201274,188,16,UDP,15,4096,2
0.201816,188,16,UDP,15,4096,2
0.386485,245,16,UDP,15,4096,2
0.0501814,158,16,UDP,15,4096,2
0.440379,269,16,UDP,15,4096,2
0.530551,320,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.613675,389,16,UDP,15,4096,2
0.6492,429,16,UDP,15,4096,2
0.578534,357,16,UDP,15,4096,2
0.0080332,151,16,UDP,15,4096,2
0.00648438,151,16,UDP,15,4096,2
0.0100057,152,16,UDP,15,4096,2
0.0624943,160,16,UDP,15,4096,2
0.309879,218,16,UDP,15,4096,2
0.341549,228,16,UDP,15,4096,2
0.42538,262,16,UDP,15,4096,2
0.000607057,150,16,UDP,15,4096,2
0.265035,204,16,UDP,15,4096,2
0.234665,196,16,UDP,15,4096,2
0.672585,459,16,UDP,15,4096,2
0.612648,388,16,UDP,15,4096,2
0.0745545,162,16,UDP,15,4096,2
0.516228,311,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.0590418,160,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.262196,204,16,UDP,15,4096,2
0.302605,215,16,UDP,15,4096,2
0.264097,204,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.209214,190,16,UDP,15,4096,2
0.383785,244,16,UDP,15,4096,2
0.343521,229,16,UDP,15,4096,2
0.0791682,163,16,UDP,15,4096,2
0.348993,231,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.278653,208,16,UDP,15,4096,2
0.00290779,151,16,UDP,15,4096,2
0.394147,248,16,UDP,15,4096,2
0.000968629,150,16,UDP,15,4096,2
0.628895,405,16,UDP,15,4096,2
0.399395,250,16,UDP,15,4096,2
0.00812595,151,16,UDP,15,4096,2
0.143978,175,16,UDP,15,4096,2
0.0117453,152,16,UDP,15,4096,2
0.000986525,150,16,UDP,15,4096,2
0.102984,167,16,UDP,15,4096,2
0.194602,186,16,UDP,15,4096,2
0.220923,193,16,UDP,15,4096,2
0.35214,232,16,UDP,15,4096,2
0.236343,197,16,UDP,15,4096,2
0.0380417,156,16,UDP,15,4096,2
0.423987,261,16,UDP,15,4096,2
0.434978,266,16,UDP,15,4096,2
0.638526,416,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.0214681,153,16,UDP,15,4096,2
0.310073,218,16,UDP,15,4096,2
0.346568,230,16,UDP,15,4096,2
0.221814,193,16,UDP,15,4096,2
0.326676,223,16,UDP,15,4096,2
0.000562683,150,16,UDP,15,4096,2
0.442239,269,16,UDP,15,4096,2
0.556687,339,16,UDP,15,4096,2
0.329711,224,16,UDP,15,4096,2
0.550504,335,16,UDP,15,4096,2
0.341333,228,16,UDP,15,4096,2
0.287731,211,16,UDP,15,4096,2
0.0631097,160,16,UDP,15,4096,2
0.000416327,150,16,UDP,15,4096,2
0.405771,253,16,UDP,15,4096,2
0.321007,221,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.220775,193,16,UDP,15,4096,2
0.362328,236,16,UDP,15,4096,2
0.531351,321,16,UDP,15,4096,2
0.468962,283,16,UDP,15,4096,2
0,150,16,UDP,15,4096,2
0.414826,257,16,UDP,15,4096,2
0.461927,279,16,UDP,15,4096,2
0.550647,335,16,UDP,15,4096,2
0.66132,444,16,UDP,15,4096,2
0.66067,443,16,UDP,15,4096,2
0.51945,313,16,UDP,15,4096,2
0.166455,180,16,UDP,15,4096,2
0.00428747,151,16,UDP,15,4096,2
0.75829,623,16,UDP,15,4096,2
0.02399,154,16,UDP,15,8192,2
0.0354809,156,16,UDP,15,8192,2
0.0373406,156,16,UDP,15,8192,2
0.0335855,155,16,UDP,15,8192,2
0.377875,242,16,UDP,15,8192,2
0.390127,246,16,UDP,15,8192,2
0.346943,230,16,UDP,15,8192,2
0.436286,267,16,UDP,15,8192,2
0.043996,157,16,UDP,15,8192,2
0.0541207,159,16,UDP,15,8192,2
0.361155,235,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.287462,211,16,UDP,15,8192,2
0.306838,217,16,UDP,15,8192,2
0.215626,191,16,UDP,15,8192,2
0.0432082,157,16,UDP,15,8192,2
0.546854,332,16,UDP,15,8192,2
0.048148,158,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000248438,150,16,UDP,15,8192,2
0.0796282,163,16,UDP,15,8192,2
0.0575543,159,16,UDP,15,8192,2
0.0458058,157,16,UDP,15,8192,2
0.0363807,156,16,UDP,15,8192,2
0.00376117,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.00364987,151,16,UDP,15,8192,2
0.33323,225,16,UDP,15,8192,2
0.0999645,167,16,UDP,15,8192,2
0.000323895,150,16,UDP,15,8192,2
0.0569257,159,16,UDP,15,8192,2
0.370659,239,16,UDP,15,8192,2
0.372675,240,16,UDP,15,8192,2
0.246623,199,16,UDP,15,8192,2
0.223713,193,16,UDP,15,8192,2
0.345725,230,16,UDP,15,8192,2
0.0068436,151,16,UDP,15,8192,2
0.0726086,162,16,UDP,15,8192,2
0.0894995,165,16,UDP,15,8192,2
0.393209,248,16,UDP,15,8192,2
0.00975468,152,16,UDP,15,8192,2
0.375171,241,16,UDP,15,8192,2
0.00277278,151,16,UDP,15,8192,2
0.0123153,152,16,UDP,15,8192,2
0.052899,158,16,UDP,15,8192,2
0.0413236,157,16,UDP,15,8192,2
0.0834474,164,16,UDP,15,8192,2
0.0282759,154,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0686088,161,16,UDP,15,8192,2
0.000960135,150,16,UDP,15,8192,2
0.194595,186,16,UDP,15,8192,2
0.0179046,153,16,UDP,15,8192,2
0.00455243,151,16,UDP,15,8192,2
0.0300154,155,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.2237,193,16,UDP,15,8192,2
0.373458,240,16,UDP,15,8192,2
0.0706515,162,16,UDP,15,8192,2
0.291224,212,16,UDP,15,8192,2
0.316231,220,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.00880359,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0275635,154,16,UDP,15,8192,2
0.343218,229,16,UDP,15,8192,2
0.0255557,154,16,UDP,15,8192,2
0.218851,192,16,UDP,15,8192,2
0.235698,197,16,UDP,15,8192,2
0.225876,194,16,UDP,15,8192,2
0.0817051,163,16,UDP,15,8192,2
0.106493,168,16,UDP,15,8192,2
0.318055,220,16,UDP,15,8192,2
0.233363,196,16,UDP,15,8192,2
0.230184,195,16,UDP,15,8192,2
0.373945,240,16,UDP,15,8192,2
0.0616744,160,16,UDP,15,8192,2
0.00965664,152,16,UDP,15,8192,2
0.0565853,159,16,UDP,15,8192,2
0.0136658,152,16,UDP,15,8192,2
0.0708031,162,16,UDP,15,8192,2
0.064512,160,16,UDP,15,8192,2
0.085412,164,16,UDP,15,8192,2
0.0552631,159,16,UDP,15,8192,2
0.398328,250,16,UDP,15,8192,2
0.325053,223,16,UDP,15,8192,2
0.207416,189,16,UDP,15,8192,2
0.419343,259,16,UDP,15,8192,2
0.426978,262,16,UDP,15,8192,2
0.0921564,165,16,UDP,15,8192,2
0.0722601,162,16,UDP,15,8192,2
0.06473,161,16,UDP,15,8192,2
0.351184,232,16,UDP,15,8192,2
0.350191,231,16,UDP,15,8192,2
0.0681395,161,16,UDP,15,8192,2
0.0068065,151,16,UDP,15,8192,2
0.446644,272,16,UDP,15,8192,2
0.568401,348,16,UDP,15,8192,2
0.0128397,152,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0188731,153,16,UDP,15,8192,2
0.0541296,159,16,UDP,15,8192,2
0.0435154,157,16,UDP,15,8192,2
0.0340137,155,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.00296577,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.217721,192,16,UDP,15,8192,2
0.200544,188,16,UDP,15,8192,2
0.200926,188,16,UDP,15,8192,2
0.0342605,155,16,UDP,15,8192,2
0.297049,214,16,UDP,15,8192,2
0.212348,191,16,UDP,15,8192,2
0.059836,160,16,UDP,15,8192,2
0.0300619,155,16,UDP,15,8192,2
0.0519103,158,16,UDP,15,8192,2
0.430452,264,16,UDP,15,8192,2
0.328278,224,16,UDP,15,8192,2
0.248124,200,16,UDP,15,8192,2
0.350933,232,16,UDP,15,8192,2
0.459176,278,16,UDP,15,8192,2
0.0112343,152,16,UDP,15,8192,2
0.0092513,151,16,UDP,15,8192,2
0.0217707,153,16,UDP,15,8192,2
0.0522781,158,16,UDP,15,8192,2
0.0769243,163,16,UDP,15,8192,2
0.0286476,155,16,UDP,15,8192,2
0.00177982,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.227532,194,16,UDP,15,8192,2
0.312379,218,16,UDP,15,8192,2
0.288667,211,16,UDP,15,8192,2
0.339208,227,16,UDP,15,8192,2
0.00543709,151,16,UDP,15,8192,2
0.221661,193,16,UDP,15,8192,2
0.408851,254,16,UDP,15,8192,2
0.234067,196,16,UDP,15,8192,2
0.353458,232,16,UDP,15,8192,2
0.247858,200,16,UDP,15,8192,2
0.309059,217,16,UDP,15,8192,2
0.397199,249,16,UDP,15,8192,2
0.400593,251,16,UDP,15,8192,2
0.231525,195,16,UDP,15,8192,2
0.311474,218,16,UDP,15,8192,2
0.00292878,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.00358277,151,16,UDP,15,8192,2
0.010618,152,16,UDP,15,8192,2
0.0505032,158,16,UDP,15,8192,2
0.100707,167,16,UDP,15,8192,2
0.342512,229,16,UDP,15,8192,2
0.196626,187,16,UDP,15,8192,2
0.34273,229,16,UDP,15,8192,2
0.202076,188,16,UDP,15,8192,2
0.289381,211,16,UDP,15,8192,2
0.000906178,150,16,UDP,15,8192,2
0.306277,217,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.00304239,151,16,UDP,15,8192,2
0.000227948,150,16,UDP,15,8192,2
0.347102,230,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0225981,154,16,UDP,15,8192,2
0.00169413,150,16,UDP,15,8192,2
0.0700241,161,16,UDP,15,8192,2
0.198162,187,16,UDP,15,8192,2
0.0167372,153,16,UDP,15,8192,2
0.198609,187,16,UDP,15,8192,2
0.300227,215,16,UDP,15,8192,2
0.511441,308,16,UDP,15,8192,2
0.160487,179,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0115428,152,16,UDP,15,8192,2
0.0222167,154,16,UDP,15,8192,2
0.0176215,153,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0722773,162,16,UDP,15,8192,2
0.0709347,162,16,UDP,15,8192,2
0.0990831,167,16,UDP,15,8192,2
0.0653773,161,16,UDP,15,8192,2
0.000429316,150,16,UDP,15,8192,2
0.0572643,159,16,UDP,15,8192,2
0.0590408,160,16,UDP,15,8192,2
0.041012,157,16,UDP,15,8192,2
0.243232,198,16,UDP,15,8192,2
0.180349,183,16,UDP,15,8192,2
0.0298596,155,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.339699,228,16,UDP,15,8192,2
0.222468,193,16,UDP,15,8192,2
0.410909,255,16,UDP,15,8192,2
0.356028,233,16,UDP,15,8192,2
0.309987,218,16,UDP,15,8192,2
0.427792,263,16,UDP,15,8192,2
0.453821,275,16,UDP,15,8192,2
0.053314,159,16,UDP,15,8192,2
0.040099,156,16,UDP,15,8192,2
0.0715235,162,16,UDP,15,8192,2
0.0663975,161,16,UDP,15,8192,2
0.0417482,157,16,UDP,15,8192,2
0.0413657,157,16,UDP,15,8192,2
0.0460239,157,16,UDP,15,8192,2
0.0419063,157,16,UDP,15,8192,2
0.204036,189,16,UDP,15,8192,2
0.324799,223,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.225318,194,16,UDP,15,8192,2
0.212649,191,16,UDP,15,8192,2
0.02985,155,16,UDP,15,8192,2
0.0413783,157,16,UDP,15,8192,2
0.100577,167,16,UDP,15,8192,2
0.0813847,163,16,UDP,15,8192,2
0.333158,225,16,UDP,15,8192,2
0.222758,193,16,UDP,15,8192,2
0.289355,211,16,UDP,15,8192,2
0.0461898,157,16,UDP,15,8192,2
0.363188,236,16,UDP,15,8192,2
0.000391846,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0621932,160,16,UDP,15,8192,2
0.206343,189,16,UDP,15,8192,2
0.018631,153,16,UDP,15,8192,2
0.368348,238,16,UDP,15,8192,2
0.0526043,158,16,UDP,15,8192,2
0.0568884,159,16,UDP,15,8192,2
0.0704446,161,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0383535,156,16,UDP,15,8192,2
0.10061,167,16,UDP,15,8192,2
0.25945,203,16,UDP,15,8192,2
0.329686,224,16,UDP,15,8192,2
0.273222,207,16,UDP,15,8192,2
0.334205,226,16,UDP,15,8192,2
0.209339,190,16,UDP,15,8192,2
0.0284371,154,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0843885,164,16,UDP,15,8192,2
0.0266443,154,16,UDP,15,8192,2
0.0293984,155,16,UDP,15,8192,2
0.0815826,163,16,UDP,15,8192,2
0.212826,191,16,UDP,15,8192,2
0.293417,213,16,UDP,15,8192,2
0.222086,193,16,UDP,15,8192,2
0.339194,227,16,UDP,15,8192,2
0.304658,216,16,UDP,15,8192,2
0.424784,261,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0561055,159,16,UDP,15,8192,2
0.106274,168,16,UDP,15,8192,2
0.00439346,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.026311,154,16,UDP,15,8192,2
0.221339,193,16,UDP,15,8192,2
0.290892,212,16,UDP,15,8192,2
0.00135865,150,16,UDP,15,8192,2
0.000608389,150,16,UDP,15,8192,2
0.0202649,153,16,UDP,15,8192,2
0.0692801,161,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0960939,166,16,UDP,15,8192,2
0.0759043,162,16,UDP,15,8192,2
0.0789826,163,16,UDP,15,8192,2
0.303934,216,16,UDP,15,8192,2
0.233442,196,16,UDP,15,8192,2
0.200208,188,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.232261,196,16,UDP,15,8192,2
0.228772,195,16,UDP,15,8192,2
0.201274,188,16,UDP,15,8192,2
0.233653,196,16,UDP,15,8192,2
0.201816,188,16,UDP,15,8192,2
0.00742383,151,16,UDP,15,8192,2
0.0231127,154,16,UDP,15,8192,2
0.386485,245,16,UDP,15,8192,2
0.0501814,158,16,UDP,15,8192,2
0.440379,269,16,UDP,15,8192,2
0.0946588,166,16,UDP,15,8192,2
0.0624943,160,16,UDP,15,8192,2
0.309879,218,16,UDP,15,8192,2
0.405485,253,16,UDP,15,8192,2
0.341549,228,16,UDP,15,8192,2
0.441012,269,16,UDP,15,8192,2
0.42538,262,16,UDP,15,8192,2
0.442837,270,16,UDP,15,8192,2
0.000607057,150,16,UDP,15,8192,2
0.265035,204,16,UDP,15,8192,2
0.234665,196,16,UDP,15,8192,2
0.00922867,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0590418,160,16,UDP,15,8192,2
0.0571751,159,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.262196,204,16,UDP,15,8192,2
0.302605,215,16,UDP,15,8192,2
0.264097,204,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.209214,190,16,UDP,15,8192,2
0.0791682,163,16,UDP,15,8192,2
0.348993,231,16,UDP,15,8192,2
0.352641,232,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.278653,208,16,UDP,15,8192,2
0.00290779,151,16,UDP,15,8192,2
0.394147,248,16,UDP,15,8192,2
0.000968629,150,16,UDP,15,8192,2
0.294093,213,16,UDP,15,8192,2
0.323426,222,16,UDP,15,8192,2
0.0117453,152,16,UDP,15,8192,2
0.000986525,150,16,UDP,15,8192,2
0.102984,167,16,UDP,15,8192,2
0.194602,186,16,UDP,15,8192,2
0.220923,193,16,UDP,15,8192,2
0.204314,189,16,UDP,15,8192,2
0.35214,232,16,UDP,15,8192,2
0.236343,197,16,UDP,15,8192,2
0.0380417,156,16,UDP,15,8192,2
0.0330786,155,16,UDP,15,8192,2
0.346568,230,16,UDP,15,8192,2
0.221814,193,16,UDP,15,8192,2
0.326676,223,16,UDP,15,8192,2
0.0261201,154,16,UDP,15,8192,2
0.332992,225,16,UDP,15,8192,2
0.000562683,150,16,UDP,15,8192,2
0.442239,269,16,UDP,15,8192,2
0.000416327,150,16,UDP,15,8192,2
0.102348,167,16,UDP,15,8192,2
0.325596,223,16,UDP,15,8192,2
0.321007,221,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000797523,150,16,UDP,15,8192,2
0.220775,193,16,UDP,15,8192,2
0.362328,236,16,UDP,15,8192,2
0.023134,154,16,UDP,15,8192,2
0.0259386,154,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000240942,150,16,UDP,15,8192,2
0.461927,279,16,UDP,15,8192,2
0.550647,335,16,UDP,15,8192,2
0.000248438,150,16,UDP,15,8192,2
0.0552631,159,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.180349,183,16,UDP,15,8192,2
0.372675,240,16,UDP,15,8192,2
0.351184,232,16,UDP,15,8192,2
0.430452,264,16,UDP,15,8192,2
0.373458,240,16,UDP,15,8192,2
0.410909,255,16,UDP,15,8192,2
0.0413783,157,16,UDP,15,8192,2
0.405485,253,16,UDP,15,8192,2
0.511441,308,16,UDP,15,8192,2
0.0715235,162,16,UDP,15,8192,2
0.0231127,154,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.246623,199,16,UDP,15,8192,2
0.230184,195,16,UDP,15,8192,2
0.309059,217,16,UDP,15,8192,2
0.000227948,150,16,UDP,15,8192,2
0.228772,195,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000797523,150,16,UDP,15,8192,2
0.291224,212,16,UDP,15,8192,2
0.00169413,150,16,UDP,15,8192,2
0.247858,200,16,UDP,15,8192,2
0.232261,196,16,UDP,15,8192,2
0.0624943,160,16,UDP,15,8192,2
0.000968629,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.350933,232,16,UDP,15,8192,2
0.00304239,151,16,UDP,15,8192,2
0.424784,261,16,UDP,15,8192,2
0.0068436,151,16,UDP,15,8192,2
0.0616744,160,16,UDP,15,8192,2
0.368348,238,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.453821,275,16,UDP,15,8192,2
0.323426,222,16,UDP,15,8192,2
0.442837,270,16,UDP,15,8192,2
0.0282759,154,16,UDP,15,8192,2
0.0128397,152,16,UDP,15,8192,2
0.0363807,156,16,UDP,15,8192,2
0.000986525,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.248124,200,16,UDP,15,8192,2
0.309987,218,16,UDP,15,8192,2
0.304658,216,16,UDP,15,8192,2
0.352641,232,16,UDP,15,8192,2
0.0681395,161,16,UDP,15,8192,2
0.353458,232,16,UDP,15,8192,2
0.0946588,166,16,UDP,15,8192,2
0.332992,225,16,UDP,15,8192,2
0.345725,230,16,UDP,15,8192,2
0.233653,196,16,UDP,15,8192,2
0.316231,220,16,UDP,15,8192,2
0.0700241,161,16,UDP,15,8192,2
0.0817051,163,16,UDP,15,8192,2
0.059836,160,16,UDP,15,8192,2
0.427792,263,16,UDP,15,8192,2
0.0569257,159,16,UDP,15,8192,2
0.000391846,150,16,UDP,15,8192,2
0.000607057,150,16,UDP,15,8192,2
0.394147,248,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0789826,163,16,UDP,15,8192,2
0.00975468,152,16,UDP,15,8192,2
0.06473,161,16,UDP,15,8192,2
0.289355,211,16,UDP,15,8192,2
0.341549,228,16,UDP,15,8192,2
0.326676,223,16,UDP,15,8192,2
0.356028,233,16,UDP,15,8192,2
0.293417,213,16,UDP,15,8192,2
0.350191,231,16,UDP,15,8192,2
0.408851,254,16,UDP,15,8192,2
0.0960939,166,16,UDP,15,8192,2
0.0167372,153,16,UDP,15,8192,2
0.223713,193,16,UDP,15,8192,2
0.0706515,162,16,UDP,15,8192,2
0.328278,224,16,UDP,15,8192,2
0.0722601,162,16,UDP,15,8192,2
0.234067,196,16,UDP,15,8192,2
0.373945,240,16,UDP,15,8192,2
0.0461898,157,16,UDP,15,8192,2
0.300227,215,16,UDP,15,8192,2
0.0298596,155,16,UDP,15,8192,2
0.222086,193,16,UDP,15,8192,2
0.0759043,162,16,UDP,15,8192,2
0.294093,213,16,UDP,15,8192,2
0.441012,269,16,UDP,15,8192,2
0.0261201,154,16,UDP,15,8192,2
0.0565853,159,16,UDP,15,8192,2
0.231525,195,16,UDP,15,8192,2
0.018631,153,16,UDP,15,8192,2
0.0692801,161,16,UDP,15,8192,2
0.000562683,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000240942,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0726086,162,16,UDP,15,8192,2
0.106493,168,16,UDP,15,8192,2
0.0225981,154,16,UDP,15,8192,2
0.0843885,164,16,UDP,15,8192,2
0.023134,154,16,UDP,15,8192,2
0.221661,193,16,UDP,15,8192,2
0.221814,193,16,UDP,15,8192,2
0.233363,196,16,UDP,15,8192,2
0.222758,193,16,UDP,15,8192,2
0.2237,193,16,UDP,15,8192,2
0.0519103,158,16,UDP,15,8192,2
0.0791682,163,16,UDP,15,8192,2
0.0999645,167,16,UDP,15,8192,2
0.222468,193,16,UDP,15,8192,2
0.0921564,165,16,UDP,15,8192,2
0.309879,218,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.350933,232,16,UDP,15,8192,2
0.00304239,151,16,UDP,15,8192,2
0.424784,261,16,UDP,15,8192,2
0.0068436,151,16,UDP,15,8192,2
0.0616744,160,16,UDP,15,8192,2
0.368348,238,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.453821,275,16,UDP,15,8192,2
0.323426,222,16,UDP,15,8192,2
0.442837,270,16,UDP,15,8192,2
0.0225981,154,16,UDP,15,8192,2
0.278653,208,16,UDP,15,8192,2
0.0225981,154,16,UDP,15,8192,2
0.0843885,164,16,UDP,15,8192,2
0.023134,154,16,UDP,15,8192,2
0.221661,193,16,UDP,15,8192,2
0.221814,193,16,UDP,15,8192,2
0.233363,196,16,UDP,15,8192,2
0.222758,193,16,UDP,15,8192,2
0.2237,193,16,UDP,15,8192,2
0.0519103,158,16,UDP,15,8192,2
0.0791682,163,16,UDP,15,8192,2
0.0999645,167,16,UDP,15,8192,2
0.222468,193,16,UDP,15,8192,2
0.0921564,165,16,UDP,15,8192,2
0.309879,218,16,UDP,15,8192,2
0.040099,156,16,UDP,15,8192,2
0.00742383,151,16,UDP,15,8192,2
0.231525,195,16,UDP,15,8192,2
0.018631,153,16,UDP,15,8192,2
0.0692801,161,16,UDP,15,8192,2
0.000562683,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000240942,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0726086,162,16,UDP,15,8192,2
0.106493,168,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000416327,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0413236,157,16,UDP,15,8192,2
0.0541296,159,16,UDP,15,8192,2
0.0708031,162,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.350933,232,16,UDP,15,8192,2
0.00304239,151,16,UDP,15,8192,2
0.278653,208,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0068436,151,16,UDP,15,8192,2
0.0616744,160,16,UDP,15,8192,2
0.42538,262,16,UDP,15,8192,2
0.00292878,151,16,UDP,15,8192,2
0.0284371,154,16,UDP,15,8192,2
0.321007,221,16,UDP,15,8192,2
0.0380417,156,16,UDP,15,8192,2
0.0176215,153,16,UDP,15,8192,2
0.00922867,151,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0330786,155,16,UDP,15,8192,2
0.196626,187,16,UDP,15,8192,2
0.546854,332,16,UDP,15,8192,2
0.00292878,151,16,UDP,15,8192,2
0.0284371,154,16,UDP,15,8192,2
0.321007,221,16,UDP,15,8192,2
0.227532,194,16,UDP,15,8192,2
0.0380417,156,16,UDP,15,8192,2
0.0255557,154,16,UDP,15,8192,2
0.225318,194,16,UDP,15,8192,2
0.0179046,153,16,UDP,15,8192,2
0.00296577,151,16,UDP,15,8192,2
0.302605,215,16,UDP,15,8192,2
0.463803,280,16,UDP,15,8192,2
0.041012,157,16,UDP,15,8192,2
0.427729,263,16,UDP,15,8192,2
0.530551,320,16,UDP,15,8192,2
0.00292878,151,16,UDP,15,8192,2
0.0284371,154,16,UDP,15,8192,2
0.321007,221,16,UDP,15,8192,2
0.227532,194,16,UDP,15,8192,2
0.0380417,156,16,UDP,15,8192,2
0.0255557,154,16,UDP,15,8192,2
0.225318,194,16,UDP,15,8192,2
0.0179046,153,16,UDP,15,8192,2
0.00296577,151,16,UDP,15,8192,2
0.302605,215,16,UDP,15,8192,2
0.463803,280,16,UDP,15,8192,2
0.041012,157,16,UDP,15,8192,2
0.427729,263,16,UDP,15,8192,2
0.530551,320,16,UDP,15,8192,2
0.0894995,165,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000416327,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0202649,153,16,UDP,15,8192,2
0.200926,188,16,UDP,15,8192,2
0.202076,188,16,UDP,15,8192,2
0.000429316,150,16,UDP,15,8192,2
0.225876,194,16,UDP,15,8192,2
0.0354809,156,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000416327,150,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0202649,153,16,UDP,15,8192,2
0.200926,188,16,UDP,15,8192,2
0.202076,188,16,UDP,15,8192,2
0.000429316,150,16,UDP,15,8192,2
0.225876,194,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.0083641,151,16,UDP,15,8192,2
0.0293984,155,16,UDP,15,8192,2
0.160487,179,16,UDP,15,8192,2
0.234665,196,16,UDP,15,8192,2
0,150,16,UDP,15,8192,2
0.000240942,150,16,UDP,15,8192,2
0.023134,154,16,UDP,15,8192,2
0.00292878,151,16,UDP,15,8192,2
0.0284371,154,16,UDP,15,8192,2
0.227532,194,16,UDP,15,8192,2
0.0380417,156,16,UDP,15,8192,2
0.0255557,154,16,UDP,15,8192,2
