FAILAVG,TXDURATION,METRIC,MXN,M_STEP,M_PACKET,INTERFACES,PDF,COMP,TX,TXX
0.0791872,1448,163,25,15,1024,2,0.76425,1.085997067,SI,1
0.107713,1448,168,25,15,1024,2,0.76425,1.120715644,SI,1
0.036373,1448,156,25,15,1024,2,0.76425,1.037745933,SI,1
0.0350091,1448,156,25,15,1024,2,0.76425,1.036279202,SI,1
0.258232,1448,203,25,15,1024,2,0.76425,1.348130413,SI,1
0.0639356,1448,160,25,15,1024,2,0.76425,1.068302566,SI,1
0.0245988,1448,154,25,15,1024,2,0.76425,1.025219161,SI,1
0.0198722,1448,153,25,15,1024,2,0.76425,1.020275111,SI,1
0.0629986,1448,160,25,15,1024,2,0.76425,1.067234265,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.000776397,1448,150,25,15,1024,2,0.76425,1.000777,SI,1
0.0400999,1448,156,25,15,1024,2,0.76425,1.041775076,SI,1
0.000297911,1448,150,25,15,1024,2,0.76425,1.000298,SI,1
0.0279842,1448,154,25,15,1024,2,0.76425,1.028789861,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0585696,1448,159,25,15,1024,2,0.76425,1.062213415,SI,1
0.345306,1448,230,25,15,1024,2,0.76425,1.527431136,SI,1
0.0823864,1448,164,25,15,1024,2,0.76425,1.089783325,SI,1
0.0556677,1448,159,25,15,1024,2,0.76425,1.05894927,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0308807,1448,155,25,15,1024,2,0.76425,1.031864704,SI,1
0.0792417,1448,163,25,15,1024,2,0.76425,1.086061347,SI,1
0.0599059,1448,160,25,15,1024,2,0.76425,1.063723302,SI,1
0.0271708,1448,154,25,15,1024,2,0.76425,1.027929672,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0246965,1448,154,25,15,1024,2,0.76425,1.025321861,SI,1
0.0250701,1448,154,25,15,1024,2,0.76425,1.025714772,SI,1
0.00355392,1448,151,25,15,1024,2,0.76425,1.003566595,SI,1
0.0312956,1448,155,25,15,1024,2,0.76425,1.032306656,SI,1
0.630517,1448,407,25,15,1024,2,0.76425,2.706484466,SI,1
0.00409518,1448,151,25,15,1024,2,0.76425,1.004112019,SI,1
0.0317768,1448,155,25,15,1024,2,0.76425,1.032819705,SI,1
0.00391332,1448,151,25,15,1024,2,0.76425,1.003928694,SI,1
0.542416,1448,329,25,15,1024,2,0.76425,2.185391098,SI,1
0.27157,1448,206,25,15,1024,2,0.76425,1.372815507,SI,1
0.30242,1448,215,25,15,1024,2,0.76425,1.433527337,SI,1
0.0311092,1448,155,25,15,1024,2,0.76425,1.032108056,SI,1
0.361638,1448,235,25,15,1024,2,0.76425,1.566509285,SI,1
0.428842,1448,263,25,15,1024,2,0.76425,1.750829018,SI,1
0.0286937,1448,155,25,15,1024,2,0.76425,1.029541351,SI,1
0.461061,1448,279,25,15,1024,2,0.76425,1.855497561,SI,1
0.0609896,1448,160,25,15,1024,2,0.76425,1.064950931,SI,1
0.332792,1448,225,25,15,1024,2,0.76425,1.498782988,SI,1
0.363603,1448,236,25,15,1024,2,0.76425,1.571346188,SI,1
0.368666,1448,238,25,15,1024,2,0.76425,1.583947641,SI,1
0.0437596,1448,157,25,15,1024,2,0.76425,1.045762133,SI,1
0.448833,1448,273,25,15,1024,2,0.76425,1.814332135,SI,1
0.0321644,1448,155,25,15,1024,2,0.76425,1.03323333,SI,1
0.443617,1448,270,25,15,1024,2,0.76425,1.797323067,SI,1
0.438347,1448,268,25,15,1024,2,0.76425,1.780458753,SI,1
0.461679,1448,279,25,15,1024,2,0.76425,1.857627698,SI,1
0.43978,1448,268,25,15,1024,2,0.76425,1.785013031,SI,1
0.0276363,1448,154,25,15,1024,2,0.76425,1.028421773,SI,1
0.0667705,1448,161,25,15,1024,2,0.76425,1.071547781,SI,1
0.124453,1448,171,25,15,1024,2,0.76425,1.14214314,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0124608,1448,152,25,15,1024,2,0.76425,1.012618031,SI,1
0.0146788,1448,152,25,15,1024,2,0.76425,1.014897477,SI,1
0.00087143,1448,150,25,15,1024,2,0.76425,1.00087219,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.439364,1448,268,25,15,1024,2,0.76425,1.783688525,SI,1
0.00126404,1448,150,25,15,1024,2,0.76425,1.00126564,SI,1
0.00594326,1448,151,25,15,1024,2,0.76425,1.005978794,SI,1
0.023643,1448,154,25,15,1024,2,0.76425,1.024215528,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.208362,1448,190,25,15,1024,2,0.76425,1.263203636,SI,1
0.0518878,1448,158,25,15,1024,2,0.76425,1.054727489,SI,1
0.0614102,1448,160,25,15,1024,2,0.76425,1.065428156,SI,1
0.381896,1448,243,25,15,1024,2,0.76425,1.617850718,SI,1
0.208362,1448,190,25,15,1024,2,0.76425,1.263203636,SI,1
0.0311092,1448,155,25,15,1024,2,0.76425,1.032108056,SI,1
0.0271708,1448,154,25,15,1024,2,0.76425,1.027929672,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.024658,1448,154,25,15,1024,2,0.76425,1.025281388,SI,1
0.354094,1448,233,25,15,1024,2,0.76425,1.548212898,SI,1
0.359245,1448,235,25,15,1024,2,0.76425,1.56065891,SI,1
0.206101,1448,189,25,15,1024,2,0.76425,1.259606071,SI,1
0.0322758,1448,155,25,15,1024,2,0.76425,1.033352271,SI,1
0.0311092,1448,155,25,15,1024,2,0.76425,1.032108056,SI,1
0.0271708,1448,154,25,15,1024,2,0.76425,1.027929672,SI,1
0.000580163,1448,150,25,15,1024,2,0.76425,1.0005805,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.346561,1448,230,25,15,1024,2,0.76425,1.530364732,SI,1
0.396928,1448,249,25,15,1024,2,0.76425,1.658176801,SI,1
0.401031,1448,251,25,15,1024,2,0.76425,1.669535485,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.408694,1448,254,25,15,1024,2,0.76425,1.691171745,SI,1
0.000580163,1448,150,25,15,1024,2,0.76425,1.0005805,SI,1
0.0413727,1448,157,25,15,1024,2,0.76425,1.043158274,SI,1
0.016933,1448,153,25,15,1024,2,0.76425,1.017224665,SI,1
0.000231946,1448,150,25,15,1024,2,0.76425,1.000232,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0183282,1448,153,25,15,1024,2,0.76425,1.018670395,SI,1
0.000231946,1448,150,25,15,1024,2,0.76425,1.000232,SI,1
0.0195565,1448,153,25,15,1024,2,0.76425,1.019946585,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0311092,1448,155,25,15,1024,2,0.76425,1.032108056,SI,1
0.0271708,1448,154,25,15,1024,2,0.76425,1.027929672,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.311017,1448,218,25,15,1024,2,0.76425,1.451414621,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.00662958,1448,151,25,15,1024,2,0.76425,1.006673825,SI,1
0.498494,1448,300,25,15,1024,2,0.76425,1.99399409,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.263003,1448,204,25,15,1024,2,0.76425,1.356857626,SI,1
0.0413727,1448,157,25,15,1024,2,0.76425,1.043158274,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0273142,1448,154,25,15,1024,2,0.76425,1.028081216,SI,1
0.361638,1448,235,25,15,1024,2,0.76425,1.566509285,SI,1
0.428842,1448,263,25,15,1024,2,0.76425,1.750829018,SI,1
0.461061,1448,279,25,15,1024,2,0.76425,1.855497561,SI,1
0.0609896,1448,160,25,15,1024,2,0.76425,1.064950931,SI,1
0.588655,1448,366,25,15,1024,2,0.76425,2.431049362,SI,1
0.0290027,1448,155,25,15,1024,2,0.76425,1.029868981,SI,1
0.312557,1448,219,25,15,1024,2,0.76425,1.45466606,SI,1
0.343686,1448,229,25,15,1024,2,0.76425,1.523660931,SI,1
0.542416,1448,329,25,15,1024,2,0.76425,2.185391098,SI,1
0.343686,1448,229,25,15,1024,2,0.76425,1.523660931,SI,1
0.0154716,1448,152,25,15,1024,2,0.76425,1.015714732,SI,1
0.000297911,1448,150,25,15,1024,2,0.76425,1.000298,SI,1
0.0279842,1448,154,25,15,1024,2,0.76425,1.028789861,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0026173,1448,150,25,15,1024,2,0.76425,1.002624168,SI,1
0.530099,1448,320,25,15,1024,2,0.76425,2.128107835,SI,1
0.332906,1448,225,25,15,1024,2,0.76425,1.499039116,SI,1
0.222234,1448,193,25,15,1024,2,0.76425,1.285733755,SI,1
0.328499,1448,224,25,15,1024,2,0.76425,1.489201059,SI,1
0.198981,1448,187,25,15,1024,2,0.76425,1.248409838,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.238003,1448,197,25,15,1024,2,0.76425,1.312341125,SI,1
0.000323895,1448,150,25,15,1024,2,0.76425,1.000324,SI,1
0.613558,1448,389,25,15,1024,2,0.76425,2.587710446,SI,1
0.461794,1448,279,25,15,1024,2,0.76425,1.858024623,SI,1
0.610625,1448,386,25,15,1024,2,0.76425,2.568218299,SI,1
0.305765,1448,216,25,15,1024,2,0.76425,1.440434435,SI,1
0.0262655,1448,154,25,15,1024,2,0.76425,1.026973985,SI,1
0.410506,1448,255,25,15,1024,2,0.76425,1.696370107,SI,1
0.0124608,1448,152,25,15,1024,2,0.76425,1.012618031,SI,1
0.0146788,1448,152,25,15,1024,2,0.76425,1.014897477,SI,1
0.00148767,1448,150,25,15,1024,2,0.76425,1.001489886,SI,1
0.000580163,1448,150,25,15,1024,2,0.76425,1.0005805,SI,1
0.037472,1448,156,25,15,1024,2,0.76425,1.038930816,SI,1
0.438239,1448,268,25,15,1024,2,0.76425,1.780116455,SI,1
0.466347,1448,282,25,15,1024,2,0.76425,1.873876845,SI,1
0.285596,1448,210,25,15,1024,2,0.76425,1.399768198,SI,1
0.0609886,1448,160,25,15,1024,2,0.76425,1.064949797,SI,1
0.0350091,1448,156,25,15,1024,2,0.76425,1.036279202,SI,1
0.258232,1448,203,25,15,1024,2,0.76425,1.348130413,SI,1
0.00272435,1448,150,25,15,1024,2,0.76425,1.002731792,SI,1
0.530099,1448,320,25,15,1024,2,0.76425,2.128107835,SI,1
0.224436,1448,194,25,15,1024,2,0.76425,1.289384242,SI,1
0.332906,1448,225,25,15,1024,2,0.76425,1.499039116,SI,1
0.261567,1448,203,25,15,1024,2,0.76425,1.354219002,SI,1
0.0390244,1448,156,25,15,1024,2,0.76425,1.040609148,SI,1
0.202762,1448,188,25,15,1024,2,0.76425,1.254330576,SI,1
0.530099,1448,320,25,15,1024,2,0.76425,2.128107835,SI,1
0.224436,1448,194,25,15,1024,2,0.76425,1.289384242,SI,1
0.261567,1448,203,25,15,1024,2,0.76425,1.354219002,SI,1
0.235962,1448,197,25,15,1024,2,0.76425,1.308835424,SI,1
0.124453,1448,171,25,15,1024,2,0.76425,1.14214314,SI,1
0.0394381,1448,156,25,15,1024,2,0.76425,1.041057323,SI,1
0.0647511,1448,161,25,15,1024,2,0.76425,1.069234083,SI,1
0.362169,1448,236,25,15,1024,2,0.76425,1.567813418,SI,1
0.220568,1448,193,25,15,1024,2,0.76425,1.282985559,SI,1
0.274192,1448,207,25,15,1024,2,0.76425,1.377774839,SI,1
0.0437069,1448,157,25,15,1024,2,0.76425,1.045704502,SI,1
0.00850554,1448,151,25,15,1024,2,0.76425,1.008578505,SI,1
0.564528,1448,345,25,15,1024,2,0.76425,2.296358893,SI,1
0.466809,1448,282,25,15,1024,2,0.76425,1.875500524,SI,1
0.00680942,1448,151,25,15,1024,2,0.76425,1.006856106,SI,1
0.206101,1448,189,25,15,1024,2,0.76425,1.259606071,SI,1
0.331484,1448,225,25,15,1024,2,0.76425,1.495850511,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0585696,1448,159,25,15,1024,2,0.76425,1.062213415,SI,1
0.0823864,1448,164,25,15,1024,2,0.76425,1.089783325,SI,1
0.0724487,1448,162,25,15,1024,2,0.76425,1.078107486,SI,1
0.117955,1448,170,25,15,1024,2,0.76425,1.133729005,SI,1
0.343686,1448,229,25,15,1024,2,0.76425,1.523660931,SI,1
0.63635,1448,414,25,15,1024,2,0.76425,2.749896879,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.468497,1448,283,25,15,1024,2,0.76425,1.881456925,SI,1
0.381058,1448,243,25,15,1024,2,0.76425,1.615660272,SI,1
0.438239,1448,268,25,15,1024,2,0.76425,1.780116455,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.438239,1448,268,25,15,1024,2,0.76425,1.780116455,SI,1
0.0154716,1448,152,25,15,1024,2,0.76425,1.015714732,SI,1
0.0394381,1448,156,25,15,1024,2,0.76425,1.041057323,SI,1
0.368666,1448,238,25,15,1024,2,0.76425,1.583947641,SI,1
0.525622,1448,317,25,15,1024,2,0.76425,2.108023559,SI,1
0.448833,1448,273,25,15,1024,2,0.76425,1.814332135,SI,1
0.0321644,1448,155,25,15,1024,2,0.76425,1.03323333,SI,1
0.443617,1448,270,25,15,1024,2,0.76425,1.797323067,SI,1
0.438347,1448,268,25,15,1024,2,0.76425,1.780458753,SI,1
0.441708,1448,269,25,15,1024,2,0.76425,1.791177377,SI,1
0.43978,1448,268,25,15,1024,2,0.76425,1.785013031,SI,1
0.0245988,1448,154,25,15,1024,2,0.76425,1.025219161,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.438239,1448,268,25,15,1024,2,0.76425,1.780116455,SI,1
0.000633099,1448,150,25,15,1024,2,0.76425,1.0006335,SI,1
0.312947,1448,219,25,15,1024,2,0.76425,1.455491789,SI,1
0.389769,1448,246,25,15,1024,2,0.76425,1.638723696,SI,1
0.48775,1448,293,25,15,1024,2,0.76425,1.952171791,SI,1
0.343686,1448,229,25,15,1024,2,0.76425,1.523660931,SI,1
0.48775,1448,293,25,15,1024,2,0.76425,1.952171791,SI,1
0.468497,1448,283,25,15,1024,2,0.76425,1.881456925,SI,1
0.00281104,1448,151,25,15,1024,2,0.76425,1.002818964,SI,1
0.439364,1448,268,25,15,1024,2,0.76425,1.783688525,SI,1
0.00126404,1448,150,25,15,1024,2,0.76425,1.00126564,SI,1
0.468497,1448,283,25,15,1024,2,0.76425,1.881456925,SI,1
0.00281104,1448,151,25,15,1024,2,0.76425,1.002818964,SI,1
0.439364,1448,268,25,15,1024,2,0.76425,1.783688525,SI,1
0.00126404,1448,150,25,15,1024,2,0.76425,1.00126564,SI,1
0.00355392,1448,151,25,15,1024,2,0.76425,1.003566595,SI,1
0.638887,1448,417,25,15,1024,2,0.76425,2.769216284,SI,1
0.0312956,1448,155,25,15,1024,2,0.76425,1.032306656,SI,1
0.630517,1448,407,25,15,1024,2,0.76425,2.706484466,SI,1
0.00409518,1448,151,25,15,1024,2,0.76425,1.004112019,SI,1
0.0317768,1448,155,25,15,1024,2,0.76425,1.032819705,SI,1
0.00391332,1448,151,25,15,1024,2,0.76425,1.003928694,SI,1
0.542416,1448,329,25,15,1024,2,0.76425,2.185391098,SI,1
0.27157,1448,206,25,15,1024,2,0.76425,1.372815507,SI,1
0.30242,1448,215,25,15,1024,2,0.76425,1.433527337,SI,1
0.55317,1448,337,25,15,1024,2,0.76425,2.237987602,SI,1
0.0280854,1448,154,25,15,1024,2,0.76425,1.028896983,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.00219786,1448,150,25,15,1024,2,0.76425,1.002202701,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.435414,1448,266,25,15,1024,2,0.76425,1.771209346,SI,1
0.0245988,1448,154,25,15,1024,2,0.76425,1.025219161,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0609886,1448,160,25,15,1024,2,0.76425,1.064949797,SI,1
0.0350091,1448,156,25,15,1024,2,0.76425,1.036279202,SI,1
0.258232,1448,203,25,15,1024,2,0.76425,1.348130413,SI,1
0.26749,1448,205,25,15,1024,2,0.76425,1.365169076,SI,1
0.215418,1448,191,25,15,1024,2,0.76425,1.274564035,SI,1
0.0599059,1448,160,25,15,1024,2,0.76425,1.063723302,SI,1
0.396928,1448,249,25,15,1024,2,0.76425,1.658176801,SI,1
0.401031,1448,251,25,15,1024,2,0.76425,1.669535485,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.629235,1448,406,25,15,1024,2,0.76425,2.697126212,SI,1
0.35422,1448,233,25,15,1024,2,0.76425,1.548514974,SI,1
0.48775,1448,293,25,15,1024,2,0.76425,1.952171791,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.660145,1448,443,25,15,1024,2,0.76425,2.942431331,SI,1
0.47506,1448,286,25,15,1024,2,0.76425,1.904979617,SI,1
0.655486,1448,437,25,15,1024,2,0.76425,2.902639661,SI,1
0.36828,1448,238,25,15,1024,2,0.76425,1.582979801,SI,1
0.235962,1448,197,25,15,1024,2,0.76425,1.308835424,SI,1
0.280704,1448,209,25,15,1024,2,0.76425,1.390248243,SI,1
0.557174,1448,340,25,15,1024,2,0.76425,2.25822332,SI,1
0.572802,1448,352,25,15,1024,2,0.76425,2.340834929,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.47506,1448,286,25,15,1024,2,0.76425,1.904979617,SI,1
0.36828,1448,238,25,15,1024,2,0.76425,1.582979801,SI,1
0.35422,1448,233,25,15,1024,2,0.76425,1.548514974,SI,1
0.024658,1448,154,25,15,1024,2,0.76425,1.025281388,SI,1
0.354094,1448,233,25,15,1024,2,0.76425,1.548212898,SI,1
0.359245,1448,235,25,15,1024,2,0.76425,1.56065891,SI,1
0.00434859,1448,151,25,15,1024,2,0.76425,1.004367583,SI,1
0.0473663,1448,158,25,15,1024,2,0.76425,1.04972142,SI,1
0.346561,1448,230,25,15,1024,2,0.76425,1.530364732,SI,1
0.415755,1448,257,25,15,1024,2,0.76425,1.711610711,SI,1
0.422414,1448,260,25,15,1024,2,0.76425,1.731343904,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.550725,1448,335,25,15,1024,2,0.76425,2.225808247,SI,1
0.282768,1448,209,25,15,1024,2,0.76425,1.394249002,SI,1
0.520399,1448,313,25,15,1024,2,0.76425,2.085066545,SI,1
0.421106,1448,260,25,15,1024,2,0.76425,1.727431965,SI,1
0.464026,1448,280,25,15,1024,2,0.76425,1.865762145,SI,1
0.532818,1448,322,25,15,1024,2,0.76425,2.140493427,SI,1
0.227051,1448,194,25,15,1024,2,0.76425,1.293746418,SI,1
0.038903,1448,156,25,15,1024,2,0.76425,1.040477704,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0374752,1448,156,25,15,1024,2,0.76425,1.03893427,SI,1
0.655427,1448,437,25,15,1024,2,0.76425,2.902142652,SI,1
0.551033,1448,335,25,15,1024,2,0.76425,2.227335194,SI,1
0.513828,1448,309,25,15,1024,2,0.76425,2.056885218,SI,1
0.638563,1448,416,25,15,1024,2,0.76425,2.766733898,SI,1
0.35422,1448,233,25,15,1024,2,0.76425,1.548514974,SI,1
0.550725,1448,335,25,15,1024,2,0.76425,2.225808247,SI,1
0.0364481,1448,156,25,15,1024,2,0.76425,1.037826816,SI,1
0.655486,1448,437,25,15,1024,2,0.76425,2.902639661,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.520399,1448,313,25,15,1024,2,0.76425,2.085066545,SI,1
0.464026,1448,280,25,15,1024,2,0.76425,1.865762145,SI,1
0.532818,1448,322,25,15,1024,2,0.76425,2.140493427,SI,1
0.0127171,1448,152,25,15,1024,2,0.76425,1.012880908,SI,1
0.000297911,1448,150,25,15,1024,2,0.76425,1.000298,SI,1
0.0279842,1448,154,25,15,1024,2,0.76425,1.028789861,SI,1
0.0609886,1448,160,25,15,1024,2,0.76425,1.064949797,SI,1
0.117955,1448,170,25,15,1024,2,0.76425,1.133729005,SI,1
0.520547,1448,314,25,15,1024,2,0.76425,2.085710174,SI,1
0.000218452,1448,150,25,15,1024,2,0.76425,1.0002185,SI,1
0.038903,1448,156,25,15,1024,2,0.76425,1.040477704,SI,1
0.000633099,1448,150,25,15,1024,2,0.76425,1.0006335,SI,1
0.037472,1448,156,25,15,1024,2,0.76425,1.038930816,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.00460866,1448,151,25,15,1024,2,0.76425,1.004629998,SI,1
0.63635,1448,414,25,15,1024,2,0.76425,2.749896879,SI,1
0.639308,1448,417,25,15,1024,2,0.76425,2.772448516,SI,1
0.340069,1448,228,25,15,1024,2,0.76425,1.515309934,SI,1
0.0260734,1448,154,25,15,1024,2,0.76425,1.026771422,SI,1
0.0178433,1448,153,25,15,1024,2,0.76425,1.018167468,SI,1
0.547442,1448,332,25,15,1024,2,0.76425,2.209661524,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.348158,1448,231,25,15,1024,2,0.76425,1.534114095,SI,1
0.642141,1448,420,25,15,1024,2,0.76425,2.794396676,SI,1
0.577849,1448,356,25,15,1024,2,0.76425,2.368820635,SI,1
0.00408375,1448,151,25,15,1024,2,0.76425,1.004100495,SI,1
0.538323,1448,326,25,15,1024,2,0.76425,2.166016501,SI,1
0.312947,1448,219,25,15,1024,2,0.76425,1.455491789,SI,1
0.389769,1448,246,25,15,1024,2,0.76425,1.638723696,SI,1
0.26113,1448,203,25,15,1024,2,0.76425,1.353418057,SI,1
0.0243259,1448,154,25,15,1024,2,0.76425,1.024932403,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.0336826,1448,155,25,15,1024,2,0.76425,1.034856663,SI,1
0.0287774,1448,155,25,15,1024,2,0.76425,1.029630077,SI,1
0.0101618,1448,152,25,15,1024,2,0.76425,1.010266122,SI,1
0.0333424,1448,155,25,15,1024,2,0.76425,1.034492461,SI,1
0.00219179,1448,150,25,15,1024,2,0.76425,1.002196604,SI,1
0.00928102,1448,151,25,15,1024,2,0.76425,1.009367964,SI,1
0.0390509,1448,156,25,15,1024,2,0.76425,1.040637844,SI,1
0.0455107,1448,157,25,15,1024,2,0.76425,1.047680681,SI,1
0.211492,1448,190,25,15,1024,2,0.76425,1.268217951,SI,1
0.293475,1448,213,25,15,1024,2,0.76425,1.415378083,SI,1
0.516249,1448,311,25,15,1024,2,0.76425,2.067179189,SI,1
0.0518878,1448,158,25,15,1024,2,0.76425,1.054727489,SI,1
0.381058,1448,243,25,15,1024,2,0.76425,1.615660272,SI,1
0.0614102,1448,160,25,15,1024,2,0.76425,1.065428156,SI,1
0.38534,1448,244,25,15,1024,2,0.76425,1.626915693,SI,1
0.433845,1448,265,25,15,1024,2,0.76425,1.766300748,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.220568,1448,193,25,15,1024,2,0.76425,1.282985559,SI,1
0.0347445,1448,156,25,15,1024,2,0.76425,1.035995133,SI,1
0.0897007,1448,165,25,15,1024,2,0.76425,1.098539788,SI,1
0.109597,1448,169,25,15,1024,2,0.76425,1.123086962,SI,1
0.396928,1448,249,25,15,1024,2,0.76425,1.658176801,SI,1
0.66902,1448,454,25,15,1024,2,0.76425,3.021330594,SI,1
0.401031,1448,251,25,15,1024,2,0.76425,1.669535485,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.629235,1448,406,25,15,1024,2,0.76425,2.697126212,SI,1
0.0203309,1448,153,25,15,1024,2,0.76425,1.020752824,SI,1
0.418644,1448,259,25,15,1024,2,0.76425,1.720116417,SI,1
0.408694,1448,254,25,15,1024,2,0.76425,1.691171745,SI,1
0.000580163,1448,150,25,15,1024,2,0.76425,1.0005805,SI,1
0.0354656,1448,156,25,15,1024,2,0.76425,1.036769658,SI,1
0.215509,1448,191,25,15,1024,2,0.76425,1.274711883,SI,1
0.356411,1448,233,25,15,1024,2,0.76425,1.553786656,SI,1
0.428315,1448,263,25,15,1024,2,0.76425,1.74921504,SI,1
0.0290027,1448,155,25,15,1024,2,0.76425,1.029868981,SI,1
0.631248,1448,408,25,15,1024,2,0.76425,2.711849698,SI,1
0.419402,1448,259,25,15,1024,2,0.76425,1.722362116,SI,1
0.408781,1448,254,25,15,1024,2,0.76425,1.691420607,SI,1
0.00648253,1448,151,25,15,1024,2,0.76425,1.006524827,SI,1
0.478738,1448,288,25,15,1024,2,0.76425,1.918421063,SI,1
0.640072,1448,418,25,15,1024,2,0.76425,2.778333444,SI,1
0.0495083,1448,158,25,15,1024,2,0.76425,1.052087041,SI,1
0.124453,1448,171,25,15,1024,2,0.76425,1.14214314,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.00638854,1448,151,25,15,1024,2,0.76425,1.006429616,SI,1
0.0390244,1448,156,25,15,1024,2,0.76425,1.040609148,SI,1
0.017709,1448,153,25,15,1024,2,0.76425,1.018028263,SI,1
0.202762,1448,188,25,15,1024,2,0.76425,1.254330576,SI,1
0.193489,1448,186,25,15,1024,2,0.76425,1.239908693,SI,1
0.0135432,1448,152,25,15,1024,2,0.76425,1.013729136,SI,1
0.631248,1448,408,25,15,1024,2,0.76425,2.711849698,SI,1
0.419402,1448,259,25,15,1024,2,0.76425,1.722362116,SI,1
0.408781,1448,254,25,15,1024,2,0.76425,1.691420607,SI,1
0.00648253,1448,151,25,15,1024,2,0.76425,1.006524827,SI,1
0.640072,1448,418,25,15,1024,2,0.76425,2.778333444,SI,1
0.401495,1448,251,25,15,1024,2,0.76425,1.670829818,SI,1
0.527175,1448,318,25,15,1024,2,0.76425,2.114947391,SI,1
0.438239,1448,268,25,15,1024,2,0.76425,1.780116455,SI,1
0.484772,1448,292,25,15,1024,2,0.76425,1.940888306,SI,1
0.285596,1448,210,25,15,1024,2,0.76425,1.399768198,SI,1
0.206241,1448,189,25,15,1024,2,0.76425,1.259828235,SI,1
0.468164,1448,283,25,15,1024,2,0.76425,1.880278883,SI,1
0.00355392,1448,151,25,15,1024,2,0.76425,1.003566595,SI,1
0.638887,1448,417,25,15,1024,2,0.76425,2.769216284,SI,1
0.0312956,1448,155,25,15,1024,2,0.76425,1.032306656,SI,1
0.630517,1448,407,25,15,1024,2,0.76425,2.706484466,SI,1
0.00409518,1448,151,25,15,1024,2,0.76425,1.004112019,SI,1
0.0317768,1448,155,25,15,1024,2,0.76425,1.032819705,SI,1
0.00391332,1448,151,25,15,1024,2,0.76425,1.003928694,SI,1
0.542416,1448,329,25,15,1024,2,0.76425,2.185391098,SI,1
0.27157,1448,206,25,15,1024,2,0.76425,1.372815507,SI,1
0.30242,1448,215,25,15,1024,2,0.76425,1.433527337,SI,1
0.55317,1448,337,25,15,1024,2,0.76425,2.237987602,SI,1
0.0280854,1448,154,25,15,1024,2,0.76425,1.028896983,SI,1
0.556638,1448,339,25,15,1024,2,0.76425,2.255493254,SI,1
0.00680942,1448,151,25,15,1024,2,0.76425,1.006856106,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
0.206101,1448,189,25,15,1024,2,0.76425,1.259606071,SI,1
0.331484,1448,225,25,15,1024,2,0.76425,1.495850511,SI,1
0,1448,150,25,15,1024,2,0.76425,1,SI,1
