FAILAVG,TXDURATION,METRIC,MXN,M_STEP,M_PACKET,INTERFACES,PDF,COMP,TX,TXX
0.031871,1448,155,9,15,8192,2,0.91989,1.0329202,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.00210888,1448,150,9,15,8192,2,0.91989,1.002113337,SI,1
0.0273256,1448,154,9,15,8192,2,0.91989,1.028093265,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.0392415,1448,156,9,15,8192,2,0.91989,1.040844291,SI,1
0.0577987,1448,159,9,15,8192,2,0.91989,1.061344322,SI,1
0.0389171,1448,156,9,15,8192,2,0.91989,1.040492969,SI,1
0.0388982,1448,156,9,15,8192,2,0.91989,1.040472508,SI,1
0.0154776,1448,152,9,15,8192,2,0.91989,1.015720922,SI,1
0.0103238,1448,152,9,15,8192,2,0.91989,1.010431493,SI,1
0.00757848,1448,151,9,15,8192,2,0.91989,1.007636352,SI,1
0.0108042,1448,152,9,15,8192,2,0.91989,1.010922206,SI,1
0.00904715,1448,151,9,15,8192,2,0.91989,1.009129748,SI,1
0.00988227,1448,152,9,15,8192,2,0.91989,1.009980904,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.000702296,1448,150,9,15,8192,2,0.91989,1.00070279,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.00224928,1448,150,9,15,8192,2,0.91989,1.002254351,SI,1
0.00491385,736,81,9,15,8192,2,0.91989,1.004938115,SI,1
0.00364251,1448,151,9,15,8192,2,0.91989,1.003655826,SI,1
0.00120671,736,81,9,15,8192,2,0.91989,1.001208168,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.00406245,1448,151,9,15,8192,2,0.91989,1.004079021,SI,1
0.0146296,1448,152,9,15,8192,2,0.91989,1.014846803,SI,1
0.0177112,1448,153,9,15,8192,2,0.91989,1.018030543,SI,1
0.00270251,1448,150,9,15,8192,2,0.91989,1.002709833,SI,1
0.0275343,1448,154,9,15,8192,2,0.91989,1.028313904,SI,1
0.0489081,1448,158,9,15,8192,2,0.91989,1.051423106,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.0023426,736,81,9,15,8192,2,0.91989,1.002348101,SI,1
0.0429436,1448,157,9,15,8192,2,0.91989,1.044870501,SI,1
0.0217282,1448,153,9,15,8192,2,0.91989,1.022210801,SI,1
0.0248169,1448,154,9,15,8192,2,0.91989,1.025448452,SI,1
0,1448,150,9,15,8192,2,0.91989,1,SI,1
0.0342311,1448,155,9,15,8192,2,0.91989,1.035444401,SI,1
0.0346385,1448,155,9,15,8192,2,0.91989,1.035881377,SI,1
0.00146838,1448,150,9,15,8192,2,0.91989,1.001470539,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00116297,1448,150,9,30,2048,2,0.9991,1.001164324,SI,1
0.00210888,1448,150,9,30,2048,2,0.9991,1.002113337,SI,1
0.0023173,1448,150,9,30,2048,2,0.9991,1.002322682,SI,1
0.00197608,1448,150,9,30,2048,2,0.9991,1.001979993,SI,1
0.00141381,1448,150,9,30,2048,2,0.9991,1.001415812,SI,1
0.00316799,1448,151,9,30,2048,2,0.9991,1.003178058,SI,1
0.00237306,1448,150,9,30,2048,2,0.9991,1.002378705,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00207354,1448,150,9,30,2048,2,0.9991,1.002077849,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00224928,1448,150,9,30,2048,2,0.9991,1.002254351,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0225885,1448,154,9,30,2048,2,0.9991,1.023110532,SI,1
0.00652198,1448,151,9,30,2048,2,0.9991,1.006564795,SI,1
0.022839,1448,154,9,30,2048,2,0.9991,1.023372812,SI,1
0.00853811,1448,151,9,30,2048,2,0.9991,1.008611637,SI,1
0.0219385,1448,153,9,30,2048,2,0.9991,1.022430594,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0426264,1448,157,9,30,2048,2,0.9991,1.044524311,SI,1
0.0328809,1448,155,9,30,2048,2,0.9991,1.033998812,SI,1
0.0102156,972,105,9,30,2048,2,0.9991,1.010321036,SI,1
0.021924,1448,153,9,30,2048,2,0.9991,1.022415436,SI,1
0.0313087,1448,155,9,30,2048,2,0.9991,1.032320616,SI,1
0.0237073,1448,154,9,30,2048,2,0.9991,1.024282984,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00031231,1448,150,9,30,2048,2,0.9991,1.000312408,SI,1
0.0909263,1448,165,9,30,2048,2,0.9991,1.100020823,SI,1
0.00436682,1448,151,9,30,2048,2,0.9991,1.004385973,SI,1
0.00342841,1448,151,9,30,2048,2,0.9991,1.003440204,SI,1
0.00107085,1448,150,9,30,2048,2,0.9991,1.001071998,SI,1
0.0200719,1448,153,9,30,2048,2,0.9991,1.020483033,SI,1
0.023177,1448,154,9,30,2048,2,0.9991,1.023726919,SI,1
0.024551,1448,154,9,30,2048,2,0.9991,1.025168922,SI,1
0.00022295,1448,150,9,30,2048,2,0.9991,1.000223,SI,1
0.00175398,1448,150,9,30,2048,2,0.9991,1.001757062,SI,1
0.00316799,1448,151,9,30,2048,2,0.9991,1.003178058,SI,1
0.0216666,1448,153,9,30,2048,2,0.9991,1.022146438,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0229561,1448,154,9,30,2048,2,0.9991,1.023495464,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000227448,1448,150,9,30,2048,2,0.9991,1.0002275,SI,1
0.000604634,1448,150,9,30,2048,2,0.9991,1.000605,SI,1
0.0310949,1448,155,9,30,2048,2,0.9991,1.032092823,SI,1
0.0083917,1448,151,9,30,2048,2,0.9991,1.008462717,SI,1
0.0104547,1448,152,9,30,2048,2,0.9991,1.010565156,SI,1
0.0185157,1448,153,9,30,2048,2,0.9991,1.018864999,SI,1
0.0320822,1448,155,9,30,2048,2,0.9991,1.033145583,SI,1
0.0272951,1448,154,9,30,2048,2,0.9991,1.028061029,SI,1
0.0276853,1448,154,9,30,2048,2,0.9991,1.0284736,SI,1
0.0281068,1448,154,9,30,2048,2,0.9991,1.028919638,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00237306,1448,150,9,30,2048,2,0.9991,1.002378705,SI,1
0.000636095,1448,150,9,30,2048,2,0.9991,1.0006365,SI,1
0.0407278,1448,156,9,30,2048,2,0.9991,1.042456979,SI,1
0.02298,1448,154,9,30,2048,2,0.9991,1.023520501,SI,1
0.0501566,1448,158,9,30,2048,2,0.9991,1.052805126,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0198295,1448,153,9,30,2048,2,0.9991,1.020230664,SI,1
0.04459,1448,157,9,30,2048,2,0.9991,1.046671063,SI,1
0.013828,1448,152,9,30,2048,2,0.9991,1.014021895,SI,1
0.00412588,1448,151,9,30,2048,2,0.9991,1.004142973,SI,1
0.00845005,1448,151,9,30,2048,2,0.9991,1.008522062,SI,1
0.000678539,1448,150,9,30,2048,2,0.9991,1.000679,SI,1
0.00924554,1448,151,9,30,2048,2,0.9991,1.009331818,SI,1
0.00075424,1448,150,9,30,2048,2,0.9991,1.000754809,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.015994,1448,153,9,30,2048,2,0.9991,1.016253966,SI,1
0.00197608,1448,150,9,30,2048,2,0.9991,1.001979993,SI,1
0.0332117,1448,155,9,30,2048,2,0.9991,1.034352609,SI,1
0.0262702,1448,154,9,30,2048,2,0.9991,1.026978942,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00254567,1448,150,9,30,2048,2,0.9991,1.002552167,SI,1
0.00520221,1448,151,9,30,2048,2,0.9991,1.005229415,SI,1
0.061033,1448,160,9,30,2048,2,0.9991,1.065000154,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00275855,1448,151,9,30,2048,2,0.9991,1.002766181,SI,1
0.00664347,1448,151,9,30,2048,2,0.9991,1.006687901,SI,1
0.026011,1448,154,9,30,2048,2,0.9991,1.02670564,SI,1
0.0213662,1448,153,9,30,2048,2,0.9991,1.021832681,SI,1
0.0282629,1448,154,9,30,2048,2,0.9991,1.029084924,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000413829,1448,150,9,30,2048,2,0.9991,1.000414,SI,1
0.0185081,1448,153,9,30,2048,2,0.9991,1.018857109,SI,1
0.00116297,1448,150,9,30,2048,2,0.9991,1.001164324,SI,1
0.00123946,1448,150,9,30,2048,2,0.9991,1.001240998,SI,1
0.000620115,1448,150,9,30,2048,2,0.9991,1.0006205,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0549618,1448,159,9,30,2048,2,0.9991,1.058158284,SI,1
0.000590651,1448,150,9,30,2048,2,0.9991,1.000591,SI,1
0.0508943,1448,158,9,30,2048,2,0.9991,1.053623427,SI,1
0.0220381,1448,153,9,30,2048,2,0.9991,1.022534722,SI,1
0.00438913,1448,151,9,30,2048,2,0.9991,1.004408479,SI,1
0.00392774,1448,151,9,30,2048,2,0.9991,1.003943228,SI,1
0.0177015,1448,153,9,30,2048,2,0.9991,1.01802049,SI,1
0.0126166,1448,152,9,30,2048,2,0.9991,1.012777813,SI,1
0.0131606,1448,152,9,30,2048,2,0.9991,1.013336111,SI,1
0.0145229,1448,152,9,30,2048,2,0.9991,1.014736923,SI,1
0.0198883,1448,153,9,30,2048,2,0.9991,1.020291871,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00141381,1448,150,9,30,2048,2,0.9991,1.001415812,SI,1
0.0345928,1448,155,9,30,2048,2,0.9991,1.035832341,SI,1
0.0160484,1448,153,9,30,2048,2,0.9991,1.016310152,SI,1
0.0405341,1448,156,9,30,2048,2,0.9991,1.042246525,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0625612,1448,160,9,30,2048,2,0.9991,1.066736303,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00393673,1448,151,9,30,2048,2,0.9991,1.003952289,SI,1
0.0138038,1448,152,9,30,2048,2,0.9991,1.013997012,SI,1
0.0250177,1448,154,9,30,2048,2,0.9991,1.025659645,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0312603,1448,155,9,30,2048,2,0.9991,1.03226904,SI,1
0.000764914,1448,150,9,30,2048,2,0.9991,1.0007655,SI,1
0.031871,1448,155,9,30,2048,2,0.9991,1.0329202,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00210888,1448,150,9,30,2048,2,0.9991,1.002113337,SI,1
0.0273256,1448,154,9,30,2048,2,0.9991,1.028093265,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0392415,1448,156,9,30,2048,2,0.9991,1.040844291,SI,1
0.0577987,1448,159,9,30,2048,2,0.9991,1.061344322,SI,1
0.0389171,1448,156,9,30,2048,2,0.9991,1.040492969,SI,1
0.0388982,1448,156,9,30,2048,2,0.9991,1.040472508,SI,1
0.0154776,1448,152,9,30,2048,2,0.9991,1.015720922,SI,1
0.0103238,1448,152,9,30,2048,2,0.9991,1.010431493,SI,1
0.00757848,1448,151,9,30,2048,2,0.9991,1.007636352,SI,1
0.0108042,1448,152,9,30,2048,2,0.9991,1.010922206,SI,1
0.00904715,1448,151,9,30,2048,2,0.9991,1.009129748,SI,1
0.00988227,1448,152,9,30,2048,2,0.9991,1.009980904,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000702296,1448,150,9,30,2048,2,0.9991,1.00070279,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00224928,1448,150,9,30,2048,2,0.9991,1.002254351,SI,1
0.0132569,972,105,9,30,2048,2,0.9991,1.013435007,SI,1
0.00364251,1448,151,9,30,2048,2,0.9991,1.003655826,SI,1
0.00326779,972,104,9,30,2048,2,0.9991,1.003278503,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00406245,1448,151,9,30,2048,2,0.9991,1.004079021,SI,1
0.0146296,1448,152,9,30,2048,2,0.9991,1.014846803,SI,1
0.0177112,1448,153,9,30,2048,2,0.9991,1.018030543,SI,1
0.00270251,1448,150,9,30,2048,2,0.9991,1.002709833,SI,1
0.0275343,1448,154,9,30,2048,2,0.9991,1.028313904,SI,1
0.0489081,1448,158,9,30,2048,2,0.9991,1.051423106,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00635604,972,104,9,30,2048,2,0.9991,1.006396698,SI,1
0.0429436,1448,157,9,30,2048,2,0.9991,1.044870501,SI,1
0.0217282,1448,153,9,30,2048,2,0.9991,1.022210801,SI,1
0.0248169,1448,154,9,30,2048,2,0.9991,1.025448452,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0342311,1448,155,9,30,2048,2,0.9991,1.035444401,SI,1
0.0346385,1448,155,9,30,2048,2,0.9991,1.035881377,SI,1
0.00146838,1448,150,9,30,2048,2,0.9991,1.001470539,SI,1
0.0225885,1448,154,9,30,2048,2,0.9991,1.023110532,SI,1
0.00652198,1448,151,9,30,2048,2,0.9991,1.006564795,SI,1
0.022839,1448,154,9,30,2048,2,0.9991,1.023372812,SI,1
0.00853811,1448,151,9,30,2048,2,0.9991,1.008611637,SI,1
0.0219385,1448,153,9,30,2048,2,0.9991,1.022430594,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0426264,1448,157,9,30,2048,2,0.9991,1.044524311,SI,1
0.0328809,1448,155,9,30,2048,2,0.9991,1.033998812,SI,1
0.0037793,736,81,9,30,2048,2,0.9991,1.003793637,SI,1
0.021924,1448,153,9,30,2048,2,0.9991,1.022415436,SI,1
0.0313087,1448,155,9,30,2048,2,0.9991,1.032320616,SI,1
0.0237073,1448,154,9,30,2048,2,0.9991,1.024282984,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00031231,1448,150,9,30,2048,2,0.9991,1.000312408,SI,1
0.0909263,1448,165,9,30,2048,2,0.9991,1.100020823,SI,1
0.00436682,1448,151,9,30,2048,2,0.9991,1.004385973,SI,1
0.00342841,1448,151,9,30,2048,2,0.9991,1.003440204,SI,1
0.00107085,1448,150,9,30,2048,2,0.9991,1.001071998,SI,1
0.0200719,1448,153,9,30,2048,2,0.9991,1.020483033,SI,1
0.023177,1448,154,9,30,2048,2,0.9991,1.023726919,SI,1
0.024551,1448,154,9,30,2048,2,0.9991,1.025168922,SI,1
0.00022295,1448,150,9,30,2048,2,0.9991,1.000223,SI,1
0.00175398,1448,150,9,30,2048,2,0.9991,1.001757062,SI,1
0.00316799,1448,151,9,30,2048,2,0.9991,1.003178058,SI,1
0.0216666,1448,153,9,30,2048,2,0.9991,1.022146438,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0229561,1448,154,9,30,2048,2,0.9991,1.023495464,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000227448,1448,150,9,30,2048,2,0.9991,1.0002275,SI,1
0.000604634,1448,150,9,30,2048,2,0.9991,1.000605,SI,1
0.0310949,1448,155,9,30,2048,2,0.9991,1.032092823,SI,1
0.0083917,1448,151,9,30,2048,2,0.9991,1.008462717,SI,1
0.0104547,1448,152,9,30,2048,2,0.9991,1.010565156,SI,1
0.0185157,1448,153,9,30,2048,2,0.9991,1.018864999,SI,1
0.0320822,1448,155,9,30,2048,2,0.9991,1.033145583,SI,1
0.0272951,1448,154,9,30,2048,2,0.9991,1.028061029,SI,1
0.0276853,1448,154,9,30,2048,2,0.9991,1.0284736,SI,1
0.0281068,1448,154,9,30,2048,2,0.9991,1.028919638,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00237306,1448,150,9,30,2048,2,0.9991,1.002378705,SI,1
0.000636095,1448,150,9,30,2048,2,0.9991,1.0006365,SI,1
0.0407278,1448,156,9,30,2048,2,0.9991,1.042456979,SI,1
0.02298,1448,154,9,30,2048,2,0.9991,1.023520501,SI,1
0.0501566,1448,158,9,30,2048,2,0.9991,1.052805126,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0198295,1448,153,9,30,2048,2,0.9991,1.020230664,SI,1
0.04459,1448,157,9,30,2048,2,0.9991,1.046671063,SI,1
0.013828,1448,152,9,30,2048,2,0.9991,1.014021895,SI,1
0.00412588,1448,151,9,30,2048,2,0.9991,1.004142973,SI,1
0.00845005,1448,151,9,30,2048,2,0.9991,1.008522062,SI,1
0.000678539,1448,150,9,30,2048,2,0.9991,1.000679,SI,1
0.00924554,1448,151,9,30,2048,2,0.9991,1.009331818,SI,1
0.00075424,1448,150,9,30,2048,2,0.9991,1.000754809,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.015994,1448,153,9,30,2048,2,0.9991,1.016253966,SI,1
0.00197608,1448,150,9,30,2048,2,0.9991,1.001979993,SI,1
0.0332117,1448,155,9,30,2048,2,0.9991,1.034352609,SI,1
0.0262702,1448,154,9,30,2048,2,0.9991,1.026978942,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00254567,1448,150,9,30,2048,2,0.9991,1.002552167,SI,1
0.00520221,1448,151,9,30,2048,2,0.9991,1.005229415,SI,1
0.061033,1448,160,9,30,2048,2,0.9991,1.065000154,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00275855,1448,151,9,30,2048,2,0.9991,1.002766181,SI,1
0.00664347,1448,151,9,30,2048,2,0.9991,1.006687901,SI,1
0.026011,1448,154,9,30,2048,2,0.9991,1.02670564,SI,1
0.0213662,1448,153,9,30,2048,2,0.9991,1.021832681,SI,1
0.0282629,1448,154,9,30,2048,2,0.9991,1.029084924,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000413829,1448,150,9,30,2048,2,0.9991,1.000414,SI,1
0.0185081,1448,153,9,30,2048,2,0.9991,1.018857109,SI,1
0.00116297,1448,150,9,30,2048,2,0.9991,1.001164324,SI,1
0.00123946,1448,150,9,30,2048,2,0.9991,1.001240998,SI,1
0.000620115,1448,150,9,30,2048,2,0.9991,1.0006205,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0549618,1448,159,9,30,2048,2,0.9991,1.058158284,SI,1
0.000590651,1448,150,9,30,2048,2,0.9991,1.000591,SI,1
0.0508943,1448,158,9,30,2048,2,0.9991,1.053623427,SI,1
0.0220381,1448,153,9,30,2048,2,0.9991,1.022534722,SI,1
0.00438913,1448,151,9,30,2048,2,0.9991,1.004408479,SI,1
0.00392774,1448,151,9,30,2048,2,0.9991,1.003943228,SI,1
0.0177015,1448,153,9,30,2048,2,0.9991,1.01802049,SI,1
0.0126166,1448,152,9,30,2048,2,0.9991,1.012777813,SI,1
0.0131606,1448,152,9,30,2048,2,0.9991,1.013336111,SI,1
0.0145229,1448,152,9,30,2048,2,0.9991,1.014736923,SI,1
0.0198883,1448,153,9,30,2048,2,0.9991,1.020291871,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00141381,1448,150,9,30,2048,2,0.9991,1.001415812,SI,1
0.0345928,1448,155,9,30,2048,2,0.9991,1.035832341,SI,1
0.0160484,1448,153,9,30,2048,2,0.9991,1.016310152,SI,1
0.0405341,1448,156,9,30,2048,2,0.9991,1.042246525,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0625612,1448,160,9,30,2048,2,0.9991,1.066736303,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00393673,1448,151,9,30,2048,2,0.9991,1.003952289,SI,1
0.0138038,1448,152,9,30,2048,2,0.9991,1.013997012,SI,1
0.0250177,1448,154,9,30,2048,2,0.9991,1.025659645,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0312603,1448,155,9,30,2048,2,0.9991,1.03226904,SI,1
0.000764914,1448,150,9,30,2048,2,0.9991,1.0007655,SI,1
0.031871,1448,155,9,30,2048,2,0.9991,1.0329202,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00210888,1448,150,9,30,2048,2,0.9991,1.002113337,SI,1
0.0273256,1448,154,9,30,2048,2,0.9991,1.028093265,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0392415,1448,156,9,30,2048,2,0.9991,1.040844291,SI,1
0.0577987,1448,159,9,30,2048,2,0.9991,1.061344322,SI,1
0.0389171,1448,156,9,30,2048,2,0.9991,1.040492969,SI,1
0.0388982,1448,156,9,30,2048,2,0.9991,1.040472508,SI,1
0.0154776,1448,152,9,30,2048,2,0.9991,1.015720922,SI,1
0.0103238,1448,152,9,30,2048,2,0.9991,1.010431493,SI,1
0.00757848,1448,151,9,30,2048,2,0.9991,1.007636352,SI,1
0.0108042,1448,152,9,30,2048,2,0.9991,1.010922206,SI,1
0.00904715,1448,151,9,30,2048,2,0.9991,1.009129748,SI,1
0.00988227,1448,152,9,30,2048,2,0.9991,1.009980904,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.000702296,1448,150,9,30,2048,2,0.9991,1.00070279,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00224928,1448,150,9,30,2048,2,0.9991,1.002254351,SI,1
0.00491385,736,81,9,30,2048,2,0.9991,1.004938115,SI,1
0.00364251,1448,151,9,30,2048,2,0.9991,1.003655826,SI,1
0.00120671,736,81,9,30,2048,2,0.9991,1.001208168,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.00406245,1448,151,9,30,2048,2,0.9991,1.004079021,SI,1
0.0146296,1448,152,9,30,2048,2,0.9991,1.014846803,SI,1
0.0177112,1448,153,9,30,2048,2,0.9991,1.018030543,SI,1
0.00270251,1448,150,9,30,2048,2,0.9991,1.002709833,SI,1
0.0275343,1448,154,9,30,2048,2,0.9991,1.028313904,SI,1
0.0489081,1448,158,9,30,2048,2,0.9991,1.051423106,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0023426,736,81,9,30,2048,2,0.9991,1.002348101,SI,1
0.0429436,1448,157,9,30,2048,2,0.9991,1.044870501,SI,1
0.0217282,1448,153,9,30,2048,2,0.9991,1.022210801,SI,1
0.0248169,1448,154,9,30,2048,2,0.9991,1.025448452,SI,1
0,1448,150,9,30,2048,2,0.9991,1,SI,1
0.0342311,1448,155,9,30,2048,2,0.9991,1.035444401,SI,1
0.0346385,1448,155,9,30,2048,2,0.9991,1.035881377,SI,1
0.00146838,1448,150,9,30,2048,2,0.9991,1.001470539,SI,1
0.00963696,1448,152,9,30,4096,2,0.99954,1.009730735,SI,1
0.0525979,1448,158,9,30,4096,2,0.99954,1.055518032,SI,1
0.0211545,1448,153,9,30,4096,2,0.99954,1.021611684,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.0347165,1448,156,9,30,4096,2,0.99954,1.035965082,SI,1
0.0188954,1448,153,9,30,4096,2,0.99954,1.019259312,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.380989,1448,243,9,30,4096,2,0.99954,1.615480177,SI,1
0.287407,1448,211,9,30,4096,2,0.99954,1.403325601,SI,1
0.0140799,1448,152,9,30,4096,2,0.99954,1.014280975,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.000392346,1448,150,9,30,4096,2,0.99954,1.0003925,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.0368058,1448,156,9,30,4096,2,0.99954,1.038212232,SI,1
0.0296506,1448,155,9,30,4096,2,0.99954,1.030556622,SI,1
0.0284326,1448,154,9,30,4096,2,0.99954,1.029264671,SI,1
0.0143139,1448,152,9,30,4096,2,0.99954,1.014521763,SI,1
0.0147467,1448,152,9,30,4096,2,0.99954,1.01496742,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.00477728,1448,151,9,30,4096,2,0.99954,1.004800212,SI,1
0.0197959,1448,153,9,30,4096,2,0.99954,1.020195692,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.42332,1448,261,9,30,4096,2,0.99954,1.734063952,SI,1
0.00452127,1448,151,9,30,4096,2,0.99954,1.004541805,SI,1
0.0292953,1448,155,9,30,4096,2,0.99954,1.030179415,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.00614515,1448,151,9,30,4096,2,0.99954,1.006183146,SI,1
0.0172548,1448,153,9,30,4096,2,0.99954,1.017557756,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.000625706,1448,150,9,30,4096,2,0.99954,1.000626098,SI,1
0.000630103,1448,150,9,30,4096,2,0.99954,1.0006305,SI,1
0.000778893,1448,150,9,30,4096,2,0.99954,1.0007795,SI,1
0.0157685,1448,152,9,30,4096,2,0.99954,1.016021129,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.000737456,1448,150,9,30,4096,2,0.99954,1.000738,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.000378357,1448,150,9,30,4096,2,0.99954,1.0003785,SI,1
0.00567901,1448,151,9,30,4096,2,0.99954,1.005711445,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.397932,1448,250,9,30,4096,2,0.99954,1.660941953,SI,1
0.0328488,1448,155,9,30,4096,2,0.99954,1.033964493,SI,1
0.0141849,1448,152,9,30,4096,2,0.99954,1.014389007,SI,1
0.0327197,1448,155,9,30,4096,2,0.99954,1.033826493,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.00571737,1448,151,9,30,4096,2,0.99954,1.005750246,SI,1
0.00859409,1448,151,9,30,4096,2,0.99954,1.008668589,SI,1
0.0020296,1448,150,9,30,4096,2,0.99954,1.002033728,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.00564793,1448,151,9,30,4096,2,0.99954,1.00568001,SI,1
0.00064009,1448,150,9,30,4096,2,0.99954,1.0006405,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.00211407,1448,150,9,30,4096,2,0.99954,1.002118549,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0,1448,150,9,30,4096,2,0.99954,1,SI,1
0.0264636,1448,154,9,30,4096,2,0.99954,1.027182959,SI,1
0.0574066,1448,159,9,30,4096,2,0.99954,1.060902824,SI,1
0.00298258,1448,151,9,30,4096,2,0.99954,1.002991502,SI,1
